STO DATABASE;BRANCH DATABASE;REGION SAP;AREA DATABASE;INCIDENT;TTR CUSTOMER;SUMMARY;REPORTED DATE;OWNER GROUP;OWNER;CUSTOMER SEGMENT;SERVICE TYPE;WITEL;WORKZONE;STATUS;STATUS DATE;TICKET ID GAMAS;REPORTED BY;CONTACT PHONE;CONTACT NAME;CONTACT EMAIL;BOOKING DATE;DESCRIPTION ASSIGMENT;REPORTED PRIORITY;SOURCE TICKET;SUBSIDIARY;EXTERNAL TICKET ID;CHANNEL;CUSTOMER TYPE;CLOSED BY;CLOSED / REOPEN by;CUSTOMER ID;CUSTOMER NAME;SERVICE ID;SERVICE NO;SLG;TECHNOLOGY;LAPUL;GAUL;ONU RX;PENDING REASON;DATEMODIFIED;INCIDENT DOMAIN;REGION;SYMPTOM;HIERARCHY PATH;SOLUTION;DESCRIPTION ACTUAL SOLUTION;KODE PRODUK;PERANGKAT;TECHNICIAN;DEVICE NAME;WORKLOG SUMMARY;LAST UPDATE WORKLOG;CLASSIFICATION FLAG;REALM;RELATED TO GAMAS;TSC RESULT;SCC RESULT;TTR AGENT;TTR MITRA;TTR NASIONAL;TTR PENDING;TTR REGION;TTR WITEL;TTR END TO END;NOTE;GUARANTE STATUS;RESOLVE DATE;SN ONT;TIPE ONT;MANUFACTURE ONT;IMPACTED SITE;CAUSE;RESOLUTION;NOTES ESKALASI;RK INFORMATION;EXTERNAL TICKET TIER 3;CUSTOMER CATEGORY;CLASSIFICATION PATH;TERITORY NEAR END;TERITORY FAR END;URGENCY;URGENCY DESCRIPTION
CUG;SERANG;WESTERN JABOTABEK;AREA 2;INC47695630;02.13.47;TSEL_METRO_2NODEB_UNDER_GPON00-D6-BKY-2_MINOR_DOWN_REGTSEL8;31/03/26 17.19;TIF ASR NON FBB DISTRICT PONTIANAK;;DWS;SITE;KALBAR;BKY;BACKEND;31/03/26 17.34;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002772;56;;;;C3700008;TELEKOMUNIKASI SELULAR;BEK301;BEK301;;;;0;;;31/03/26 19.33;;REG-6;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;16994644;;INC47695630 | [Medium] Multiple Site Down@TO SINGKAWANGImpact: 2 Site(s) / 10 NE-BAND(s) (10);2026-03-31 17:28:52.855;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.03.43;00.00.00;00.00.00;00.00.00;02.13.47;;;;;;;Jumlah Site:2;;;;;;;C_CONN_TSEL_001_001_001;;;3;Medium
CWN;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:2NE;;;;;;;;;;;
GRL;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:2NE;;;;;;;;;;;
KJO;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:2NE;;;;;;;;;;;
KMT;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
KRS;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[NBA058,BEK301];;;;;;;;;;;
KSB;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LBU;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NBA058 MT_SEBALO Metro-E;;;;;;;;;;;
LGK;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BEK301 DMT_SEMALAT Metro-E;;;;;;;;;;;
LWD;SERANG;WESTERN JABOTABEK;AREA 2;INC47695629;02.13.47;TSEL_METRO_SBY848_KENJERAN_LAMAMW_GPON01-D5-KJR-3_LOW_DOWN_REGTSEL6;31/03/26 17.19;TIF ASR NON FBB DISTRICT SURAMADU;18900256;DWS;SITE;SURABAYA UTARA;KJR;BACKEND;31/03/26 17.28;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;;;CUSTOMER;;IM-20260331-00002771;56;;;;C3700008;TELEKOMUNIKASI SELULAR;SBY848;SBY848;;;;2;;;31/03/26 19.33;;REG-5;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;;;19.15 Tim tiba di catuan ODP;2026-03-31 19:16:44.011;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.01.12;00.00.00;00.00.00;00.00.00;02.13.47;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
MEN;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
MER;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
MLP;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
MUK;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
PBN;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[SBY848];;;;;;;;;;;
PDG;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSK;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
PSU;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
RJG;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SBY848 BILLING Metro-E;;;;;;;;;;;
RKS;SERANG;WESTERN JABOTABEK;AREA 2;INC47695021;02.15.12;TSEL_METRO_BTM413_MELIA_PANORAMA_GPON06-D1-LBJ-3_LOW_DOWN_REGTSEL10;31/03/26 17.18;TIF ASR NON FBB DISTRICT BATAM;;DWS;SITE;RIKEP;LBJ;BACKEND;31/03/26 17.29;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00001611;56;;;;C3700008;TELEKOMUNIKASI SELULAR;BTM413;BTM413;;;;1;;;31/03/26 19.33;;REG-1;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;22990090;;dn;2026-03-31 17:25:58.099;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.03.01;00.00.00;00.00.00;00.00.00;02.15.12;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;LBJ;;5;Emergency
SAG;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
SAM;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
SEG;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
SKE;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
SPT;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[BTM413];;;;;;;;;;;
TGR;SERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CKL;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
CLD;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
CPA;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BTM413;;;;;;;;;;;
CPD;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
DTG;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GDS;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
JIA;TANGERANG;WESTERN JABOTABEK;AREA 2;INC47695451;02.17.06;TSEL_METRO_APR129_TELAGADMTMW_GPON00-D5-APR-3_LOW_DOWN_REGTSEL7;31/03/26 17.16;TIF ASR NON FBB DISTRICT DENPASAR;DS11950107;DWS;SITE;SINGARAJA;APR;BACKEND;31/03/26 17.28;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002757;56;;;;C3700008;TELEKOMUNIKASI SELULAR;APR129;APR129;;;;1;;;31/03/26 19.33;;REG-5;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;16070503;;team otw menuju lokasi site;2026-03-31 18:39:25.526;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.03.26;00.00.00;00.00.00;00.00.00;02.17.06;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
LKG;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
PDR;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
PKU;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
SRH;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
SRP;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[APR129];;;;;;;;;;;
TAN;TANGERANG;WESTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIN;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
CID;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
CPE;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;APR129 BILLING Metro-E;;;;;;;;;;;
CPP;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;INC47695384;02.20.11;TSEL_METRO_DMK602_MRANGGEN_GPON05-D4-MJP-3_LOW_DOWN_REGTSEL5;31/03/26 17.13;TIF ASR NON FBB DISTRICT SEMARANG;ML070691;DWS;SITE;SEMARANG;MJP;BACKEND;31/03/26 17.23;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002754;56;;;;C3700008;TELEKOMUNIKASI SELULAR;DMK602;DMK602;;;;0;;;31/03/26 19.33;;REG-4;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;18700005;;Hasil ukur dari ODC;2026-03-31 19:25:31.533;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.02.46;00.00.00;00.00.00;00.00.00;02.20.11;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;3;Medium
CWA;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
GAN;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
GBC;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
GBI;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
JAG;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[DMK602];;;;;;;;;;;
JTN;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KAL;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
KBY;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
KLD;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DMK602;;;;;;;;;;;
KMG;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
KMY;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRG;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
PDK;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;INC47695331;02.22.30;TSEL_METRO_TIM260_MCP_KOMPLEKS_RSUD_GPON01-D7-TIM-3_LOW_DOWN_REGTSEL11;31/03/26 17.10;TIF ASR NON FBB DISTRICT TIMIKA;;DWS;SITE;PAPUA BARAT;TIM;BACKEND;31/03/26 18.47;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00001421;56;;;;C3700008;TELEKOMUNIKASI SELULAR;TIM260;TIM260;;;;0;;;31/03/26 19.33;;REG-7;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;22980203;;;;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.41.25;00.00.00;00.00.00;00.00.00;02.22.30;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
PGB;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
PGG;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
PSM;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
PSR;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
RMG;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[TIM260];;;;;;;;;;;
TBE;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TNK;SOUTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
CIL;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TIM260 BILLING Metro-E;;;;;;;;;;;
CKG;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;INC47694946;02.25.15;TSEL_METRO_TKA110_DONATKAMPARPTI_GPON00-D7-SUG-4BLRA_LOW_DOWN_REGTSEL9;31/03/26 17.08;TIF ASR NON FBB DISTRICT MAKASSAR;;DWS;SITE;MAKASSAR;SUG;BACKEND;31/03/26 18.22;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260331-00002738;56;;;;C3700008;TELEKOMUNIKASI SELULAR;TKA110;TKA110;;;;1;;;31/03/26 19.33;;REG-7;null | TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;16911684;;LOS;2026-03-31 18:03:17.388;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.18.03;00.00.00;00.00.00;00.00.00;02.25.15;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
KDY;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
KLG;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
KPK;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
KTX;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
KTZ;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[TKA110];;;;;;;;;;;
MKR;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRD;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
MRY;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TKA110 BILLING Metro-E;;;;;;;;;;;
PDM;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;INC47695249;02.26.37;TSEL_METRO_JUX608_EBONYKFWPIK_SW01-D2-KPK-TSEL_LOW_DOWN_REGTSEL3;31/03/26 17.06;TIF ASR NON FBB DISTRICT NORTHERNJAKARTA;;DWS;SITE;JAKBAR;KPK;BACKEND;31/03/26 18.53;;INAP_TSEL;62811100007;Shift Manger;Shift_Manger@mail.com;;Assigned By STO;;CUSTOMER;;IM-20260327-00003003;56;;;;C3700008;TELEKOMUNIKASI SELULAR;JUX608;JUX608;;;;0;;;31/03/26 19.33;;REG-2;| TECHNICAL | Mati Total Fisik;;Fo Akses Cut;;;;25880067;;datek;2026-03-31 17:12:04.738;TECHNICAL;;NO;N/A | N/A;;00.00.00;00.00.00;00.18.20;00.00.00;00.00.00;00.00.00;02.26.37;;;;;;;Jumlah Site:1;;;;;;;C_CONN_TSEL_001_001_001;;;2;Normal
PLM;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2G:1NE;;;;;;;;;;;
SDM;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3G:1NE;;;;;;;;;;;
SLP;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4G:1NE;;;;;;;;;;;
SMI;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Detail Site:;;;;;;;;;;;
STR;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[JUX608];;;;;;;;;;;
TGA;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TPR;NORTHERN JAKARTA;CENTRAL JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;KET :;;;;;;;;;;;
BEK;BEKASI;EASTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site Berbilling : 1;;;;;;;;;;;
CBB;BEKASI;EASTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JUX608;;;;;;;;;;;
CNE;BEKASI;EASTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Site OA Non Billing : 0;;;;;;;;;;;
CSL;BEKASI;EASTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEP;BEKASI;EASTERN JABOTABEK;AREA 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non Berbilling : 0;;;;;;;;;;;
